p1,p2,count
Li Tong,Liu Biao,1
Li Tong,Zhang Xiu,1
Gongsun Zan,Guo Jia,1
Guo Jia,Lu Bu,1
Gongsun Zan,Xun Yu,1
Chen Gong,Yin Li,1
Gao Shun,Yin Li,1
Liu Bei,Yin Li,1
Liu Bei,Zang Ba,1
Guan Yu,Mi Fang,1
Xun You,Yuan Shu,1
Jian Yong,Li Dian,1
Jian Yong,Lu Qian,1
Jian Yong,Xiahou Dun,1
Jian Yong,Xiahou Yuan,1
Gao Shun,Li Dian,1
Gao Shun,Mi Zhu,1
Mi Zhu,Zhang Liao,1
Xu Chu,Yin Li,1
Hou Cheng,Zhang Fei,1
Chen Gui,Mi Zhu,1
Cao Cao,Zhang Yang,1
Liu Biao,Zhang Yang,1
Zhang Xiu,Zhang Yang,1
Chen Gong,Xun You,1
Hou Cheng,Liu Bei,1
Chen Gong,Xu Huang,1
Gao Shun,Xu Huang,1
Ding Yuan,Dong Zhuo,1
Emperor Xian,Liu Bei,1
Emperor Xian,The Emperor,1
Cao Cao,Zhao Yan,1
Prime Minister,Zhao Yan,1
Guan Yu,Ma Teng,1
Han Sui,Zhang Lu,1
Han Sui,Zhang Xiu,1
Zhang Lu,Zhang Xiu,1
Liu Bei,Man Chong,1
Gongsun Zan,Man Chong,1
Gongsun Zan,Zhang Yan,1
Ji Ling,Zhu Ling,1
Chen Gui,Guan Yu,1
Chen Gui,Zhang Fei,1
Chen Deng,Yuan Shao,1
Chen Deng,Zheng Xuan,1
Gongsun Zan,Tian Feng,1
Cao Cao,Ju Shou,1
Gongsun Zan,Ju Shou,1
Guo Tu,Liu Bei,1
Guo Tu,Zheng Xuan,1
Yuan Shao,Zheng Xuan,1
Liu Bei,Shen Pei,1
Liu Bei,Wen Chou,1
Liu Bei,Xu You,1
Liu Bei,Yan Liang,1
Shen Pei,Sun Qian,1
Sun Qian,Wen Chou,1
Sun Qian,Xu You,1
Sun Qian,Yan Liang,1
Wen Chou,Yuan Shao,1
Chen Lin,Dong Zhuo,1
Chen Lin,He Jin,1
Chen Lin,Yuan Shao,1
Dong Zhuo,He Jin,1
He Jin,Yuan Shao,1
Kong Rong,Yuan Shao,1
Chunyu Qiong,Guo Tu,1
Chunyu Qiong,Ju Shou,1
Chunyu Qiong,Kong Rong,1
Guo Tu,Ju Shou,1
Guo Tu,Kong Rong,1
Guo Tu,Shen Pei,1
Guo Tu,Tian Feng,1
Guo Tu,Wen Chou,1
Guo Tu,Xu You,1
Guo Tu,Yan Liang,1
Guo Tu,Zhang He,1
Ju Shou,Kong Rong,1
Ju Shou,Tian Feng,1
Ju Shou,Wen Chou,1
Ju Shou,Yan Liang,1
Ju Shou,Zhang He,1
Kong Rong,Shen Pei,1
Kong Rong,Tian Feng,1
Kong Rong,Wen Chou,1
Kong Rong,Xu You,1
Kong Rong,Yan Liang,1
Kong Rong,Zhang He,1
Chunyu Qiong,Xun Yu,1
Shen Pei,Xun Yu,1
Tian Feng,Xun Yu,1
Wen Chou,Xun Yu,1
Xu You,Xun Yu,1
Xun Yu,Yan Liang,1
Xun Yu,Zhang He,1
Cheng Yu,Liu Dai,1
Cheng Yu,Wang Zhong,1
Ju Shou,Yuan Shao,1
Cao Ren,Zang Ba,1
Li Dian,Zang Ba,1
Wang Zhong,Zhang Fei,1
Dong Zhuo,Liu Bei,1
Dong Zhuo,Liu Dai,1
Guan Yu,Lady Gan,1
Guan Yu,Lady Mi,1
Lady Gan,Mi Zhu,1
Lady Mi,Mi Zhu,1
Jian Yong,Mi Fang,1
Kong Rong,Liu Biao,1
Kong Rong,Zhang Xiu,1
Liu Ye,Yuan Shao,1
Mi Heng,The Emperor,1
Cao Ren,Mi Heng,1
Cheng Yu,Mi Heng,1
Guo Jia,Mi Heng,1
Li Dian,Mi Heng,1
Lu Qian,Mi Heng,1
Man Chong,Mi Heng,1
Mi Heng,Xiahou Dun,1
Mi Heng,Xu Chu,1
Mi Heng,Xu Huang,1
Mi Heng,Xun You,1
Mi Heng,Yu Jin,1
Mi Heng,Yue Jing,1
Mi Heng,Zhang Liao,1
Liu Biao,Prime Minister,1
Kong Rong,Yang Xiu,1
Cao Cao,Han Sui,1
Han Sui,Liu Biao,1
Han Sui,Yuan Shao,1
Liu Biao,Ma Teng,1
Dong Cheng,Dong Zhuo,1
Cheng Yu,Yuan Shao,1
Guan Yu,Tian Feng,1
Li Dian,Liu Bei,1
Li Dian,Sun Qian,1
Li Dian,Zhang Fei,1
Liu Bei,Xu Huang,1
Liu Bei,Yue Jing,1
Sun Qian,Xiahou Dun,1
Sun Qian,Xiahou Yuan,1
Sun Qian,Xu Chu,1
Sun Qian,Xu Huang,1
Sun Qian,Yu Jin,1
Sun Qian,Yue Jing,1
Sun Qian,Zhang Liao,1
Xiahou Dun,Zhang Fei,1
Xiahou Yuan,Zhang Fei,1
Xu Chu,Zhang Fei,1
Yuan Shao,Yuan Tan,1
Chen Deng,Jian Yong,1
Guan Yu,Xun Yu,1
Cheng Yu,Guan Yu,1
