p1,p2,count
Wang Ji,Zhu Yi,3
Sun Xiu,Zhang Bu,3
Deng Ai,Wang Guan,3
Deng Ai,Zhuge Xu,3
Zhong Hui,Zhuge Xu,3
Zhong Hui,Zhuge Liang,3
Dong Jue,Liao Hua,3
Zhuge Liang,Zhuge Zhan,3
Sima Zhao,Wei Guan,3
Jia Chong,Zhong Hui,3
Empress Wu,Wei Yan,2
Empress Wu,Yang Yi,2
Wei Yan,Zhuge Liang,2
Jiang Wan,Wei Yan,2
Dong Yun,Yang Yi,2
Prime Minister,Zhuge Zhan,2
Fei Yi,Jiang Wan,2
Cao Rui,Gongsun Yuan,2
Gongsun Yuan,Xiahou Wei,2
Xiahou Ba,Xiahou Wei,2
Cao Fang,Sima Yi,2
Cao Rui,Cao Shuang,2
He Yan,Sima Yi,2
Bi Gui,Cao Yan,2
Cao Shuang,Cao Yan,2
Cao Yan,Deng Yang,2
Cao Yan,He Yan,2
Cao Yan,Li Sheng,2
Guan Lu,He Yan,2
Deng Yang,Guan Lu,2
Cao Shuang,Chen Tai,2
Cao Shuang,Xu Yun,2
Prime Minister,Xiahou Ba,2
Sima Shi,Zhuge Liang,2
Sun Liang,Sun Quan,2
Sun Liang,Zhuge Ke,2
Guo Huai,Sima Zhao,2
Li Feng,Xiahou Xuan,2
Sima Shi,Xiahou Xuan,2
Guanqiu Jian,Sima Shi,2
Cao Shuang,Sima Shi,2
Guanqiu Jian,Wang Ji,2
Deng Ai,Sima Shi,2
Deng Ai,Wang Ji,2
Wang Jing,Xiahou Ba,2
Chen Tai,Wang Jing,2
Deng Ai,Wang Jing,2
Deng Zhong,Jiang Wei,2
Prime Minister,Sun Liang,2
Sun Chen,Tang Zi,2
Sun Chen,Zhu Yi,2
Tang Zi,Zhu Yi,2
Yu Quan,Zhu Yi,2
Cao Mao,Wang Ji,2
Sima Zhao,Wen Yang,2
Sima Zhao,Wang Ji,2
Jiang Wei,Qiao Zhou,2
Ding Feng,Sun Xiu,2
Prime Minister,Sun Xiu,2
Prime Minister,Zhang Bu,2
Fu Qian,Zhang Yi,2
Deng Ai,Liao Hua,2
Wang Jing,Wang Ye,2
Jia Chong,Wang Jing,2
Sima Fu,Sima Zhao,2
Wang Guan,Wang Jing,2
Fu Qian,Hu Ji,2
Jiang Wei,Liu Shan,2
Tian Xu,Wei Guan,2
Qian Hong,Zhuge Xu,2
Jiang Wei,Qian Hong,2
Fu Qian,Zhong Hui,2
Dong Jue,Jiang Wei,2
Dong Jue,Zhang Yi,2
Deng Zhong,Zhuge Liang,2
Deng Zhong,Zhuge Zhan,2
Jiang Wei,Wei Guan,2
Deng Ai,Tian Xu,2
Fan Jian,Qiao Zhou,2
Fan Jian,Xi Zheng,2
Qiao Zhou,Xi Zheng,2
Ding Feng,Lu Kang,2
Cao Cao,Jia Chong,2
Cao Pi,Jia Chong,2
Prime Minister,Puyang Xing,2
Sun Hao,Wan Yu,2
Sun Hao,Zhang Bu,2
Cen Hun,Sun Hao,2
Prime Minister,Wan Yu,2
Jia Chong,Sun Hao,2
Sun Hao,Yang Hu,2
Sima Zhou,Wang Jun,2
Sima Zhou,Wang Rong,2
Wang Jun,Wang Rong,2
Sun Hao,Wang Jun,2
Li Fu,Prime Minister,1
Empress Wu,Prime Minister,1
Empress Wu,Zhuge Liang,1
Dong Yun,Prime Minister,1
Fei Yi,Wei Yan,1
Ma Dai,Zhuge Liang,1
Dong Yun,Jiang Wei,1
Dong Yun,Ma Dai,1
Jiang Wan,Wang Ping,1
Deng Zhi,Sun Quan,1
Prime Minister,Sun Quan,1
Sun Quan,Zhuge Liang,1
Fei Yi,Jiang Wei,1
Fei Yi,Wu Yi,1
Fei Yi,Zhuge Liang,1
Jiang Wan,Jiang Wei,1
Jiang Wan,Wu Yi,1
Jiang Wan,Zhuge Liang,1
Jiang Wei,Wu Yi,1
Prime Minister,Wu Yi,1
Wu Yi,Zhuge Liang,1
Fei Yi,Yang Yi,1
Cao Rui,Ma Jun,1
Gongsun Yuan,Guanqiu Jian,1
Cao Cao,Gongsun Du,1
Cao Cao,Gongsun Gong,1
Cao Cao,Gongsun Kang,1
Cao Cao,Gongsun Yuan,1
Cao Cao,Yuan Shang,1
Cao Cao,Yuan Xi,1
Cao Pi,Gongsun Du,1
Cao Pi,Gongsun Gong,1
Cao Pi,Gongsun Kang,1
Cao Pi,Gongsun Yuan,1
Cao Pi,Yuan Shang,1
Cao Pi,Yuan Xi,1
Gongsun Du,Gongsun Gong,1
Gongsun Du,Gongsun Kang,1
Gongsun Du,Gongsun Yuan,1
Gongsun Du,Yuan Shang,1
Gongsun Du,Yuan Xi,1
Gongsun Gong,Gongsun Kang,1
Gongsun Gong,Gongsun Yuan,1
Gongsun Gong,Yuan Shang,1
Gongsun Gong,Yuan Xi,1
Gongsun Kang,Gongsun Yuan,1
Gongsun Kang,Yuan Shang,1
Gongsun Kang,Yuan Xi,1
Gongsun Yuan,Yuan Shang,1
Gongsun Yuan,Yuan Xi,1
Yuan Shang,Yuan Xi,1
Cao Rui,Sun Quan,1
Gongsun Yuan,Sun Quan,1
Sima Yi,Xiahou Wei,1
Chen Qun,Sima Yi,1
Gongsun Yuan,Prime Minister,1
Gongsun Yuan,Zhang Hu,1
Xiahou Ba,Zhang Hu,1
Xiahou Wei,Zhang Hu,1
Cao Fang,Cao Yu,1
Cao Shuang,Cao Zhen,1
Cao Shuang,Cao Yu,1
Liu Bei,Sima Yi,1
Liu Bei,Zhuge Liang,1
Cao Fang,Cao Rui,1
Bi Gui,Cao Rui,1
Bi Gui,Huan Fan,1
Cao Rui,Deng Yang,1
Cao Rui,He Yan,1
Cao Rui,Huan Fan,1
Cao Rui,Li Sheng,1
Deng Yang,Huan Fan,1
He Yan,Huan Fan,1
Huan Fan,Li Sheng,1
Bi Gui,Sima Yi,1
Cao Yan,Sima Yi,1
Deng Yang,Sima Yi,1
Cao Shuang,Gao Rou,1
Cao Shuang,Wang Guan,1
Gao Rou,Sima Yi,1
Gao Rou,Wang Guan,1
Sima Yi,Wang Guan,1
Jiang Ji,Sima Fu,1
Sima Fu,Sima Yi,1
Cao Shuang,Xin Xianying,1
Huan Fan,Jiang Ji,1
Jiang Wei,Wei Zi,1
Jiang Ji,The Emperor,1
Jiang Ji,Zhong Hui,1
Jiang Ji,Zhong Yao,1
Sima Yi,The Emperor,1
Sima Yi,Zhong Hui,1
Sima Yi,Zhong Yao,1
The Emperor,Zhong Hui,1
The Emperor,Zhong Yao,1
Zhong Hui,Zhong Yao,1
Deng Ai,Sima Yi,1
Cao Fang,Jiang Wei,1
Cao Fang,Prime Minister,1
Cao Fang,Xiahou Ba,1
Cao Shuang,Jiang Wei,1
Cao Shuang,Prime Minister,1
Cao Shuang,Xiahou Ba,1
Dong Yun,Fei Yi,1
Dong Yun,Jiang Wan,1
Guo Huai,Prime Minister,1
Guo Huai,Sima Shi,1
Guo Huai,Sima Yi,1
Guo Huai,Zhuge Liang,1
Lady Xu,Sun Deng,1
Lady Xu,Sun Liang,1
Lady Xu,Sun Quan,1
Sun Deng,Sun Liang,1
Sun Deng,Sun Quan,1
Lu Xun,Zhuge Jin,1
Lu Xun,Zhuge Ke,1
Zhuge Jin,Zhuge Ke,1
Sima Zhao,Sun Quan,1
Tang Zi,Zhuge Ke,1
Ding Feng,Sima Shi,1
Prime Minister,Yu Song,1
Sima Shi,Yu Song,1
Yu Song,Zhuge Ke,1
Guanqiu Jian,Guo Huai,1
Guanqiu Jian,Jiang Wei,1
Guanqiu Jian,Zhuge Ke,1
Sun Jian,Sun Jing,1
Sun Jian,Sun Jun,1
Sun Jian,Sun Quan,1
Sun Jian,Zhuge Ke,1
Sun Jing,Sun Jun,1
Sun Jing,Sun Quan,1
Sun Jing,Zhuge Ke,1
Sun Jun,Sun Quan,1
Sima Shi,Zhuge Ke,1
Jiang Wei,Zhuge Ke,1
Sima Zhao,Zhang Yi,1
Liao Hua,Sima Zhao,1
Sima Zhao,Xiahou Ba,1
Cao Fang,Sima Zhao,1
Cao Fang,Empress Zhang,1
Cao Fang,Li Feng,1
Cao Fang,Xiahou Xuan,1
Empress Zhang,Li Feng,1
Empress Zhang,Xiahou Xuan,1
Sima Shi,Xiahou Ba,1
Xiahou Ba,Xiahou Xuan,1
Dong Cheng,Li Feng,1
Dong Cheng,Sima Shi,1
Li Feng,Sima Shi,1
Dong Zhuo,Sima Shi,1
Empress Zhang,Sima Shi,1
Sima Fu,Sima Shi,1
Cao Lin,Cao Mao,1
Cao Lin,The Emperor,1
Cao Mao,The Emperor,1
Cao Fang,Guanqiu Jian,1
Cao Shuang,Wen Yang,1
Sima Shi,Wen Yang,1
Guan Yu,Lu Meng,1
Guan Yu,Sun Quan,1
Guan Yu,Wang Su,1
Lu Meng,Sun Quan,1
Lu Meng,Wang Su,1
Sun Quan,Wang Su,1
Guanqiu Jian,Zheng Mao,1
Wen Qin,Zheng Mao,1
Sima Shi,Wang Ji,1
Deng Ai,Sun Jun,1
Deng Ai,Wen Qin,1
Deng Ai,Zhuge Dan,1
Sun Jun,Wang Ji,1
Sun Jun,Wen Qin,1
Sun Jun,Zhuge Dan,1
Wang Ji,Wen Qin,1
Deng Ai,Guanqiu Jian,1
Sima Shi,Zhuge Dan,1
Li Feng,Sima Zhao,1
Sima Zhao,Xiahou Xuan,1
Cao Mao,Wang Su,1
Wang Jing,Zhang Yi,1
Chen Tai,Zhang Yi,1
Cao Mao,Chen Tai,1
Cao Mao,Deng Ai,1
Cao Mao,Jiang Wei,1
Xiahou Ba,Zhuge Liang,1
Deng Zhong,Xiahou Ba,1
Chen Tai,Deng Zhong,1
Deng Zhong,Sima Zhao,1
Jia Chong,Jia Kui,1
Jia Chong,Prime Minister,1
Jia Kui,Prime Minister,1
Zhuge Dan,Zhuge Liang,1
Jia Kui,Zhuge Dan,1
Sima Zhao,Yue Jing,1
Yue Jing,Zhuge Dan,1
Sima Yi,Zhuge Dan,1
Prime Minister,Teng Yin,1
Sun Chen,Sun Jun,1
Sun Chen,Teng Yin,1
Sun Jun,Sun Liang,1
Sun Liang,Teng Yin,1
Sun Chen,Wen Qin,1
Sun Chen,Yu Quan,1
Tang Zi,Wen Qin,1
Tang Zi,Yu Quan,1
Wen Qin,Yu Quan,1
Tang Zi,Wang Ji,1
Sima Zhao,Wen Qin,1
Wen Yang,Zhuge Dan,1
Pei Xiu,Sima Zhao,1
Pei Xiu,Zhong Hui,1
Zhu Yi,Zhuge Dan,1
Cao Mao,Zhuge Dan,1
Zhong Hui,Zhuge Dan,1
Yu Quan,Zhuge Dan,1
Sun Chen,Zhong Hui,1
Wen Yang,Zhong Hui,1
Wen Qin,Zhong Hui,1
Wang Ji,Yu Quan,1
Sima Zhao,Sun Chen,1
Sun Chen,Zhuge Dan,1
Sima Wang,Sima Zhao,1
Guo Si,Jiang Wei,1
Guo Si,Li Jue,1
Guo Si,Sima Zhao,1
Jiang Wei,Li Jue,1
Li Jue,Sima Zhao,1
Jiang Wei,Sun Chen,1
Sun Chen,The Emperor,1
Sun Chen,Sun Quan,1
Sun Quan,Sun Xiu,1
Sun Chen,Sun Hao,1
Ding Feng,Zhang Bu,1
Sun Jun,Sun Xiu,1
Sun Jun,Zhang Bu,1
Huang Hao,Xue Xu,1
Sun Xiu,Zhuge Liang,1
Fu Qian,Liao Hua,1
Fu Qian,Xiahou Ba,1
Sima Wang,Zhang Yi,1
Jia Chong,The Emperor,1
Cao Mao,Wang Ye,1
Prime Minister,Wang Jing,1
Chen Tai,Sima Fu,1
Chen Tai,Xun Yi,1
Sima Fu,Xun Yi,1
Sima Zhao,Xun Yi,1
Chen Tai,Jia Chong,1
Jia Chong,Sima Fu,1
Cao Cao,Cao Yu,1
Sima Zhao,Wang Guan,1
Wang Guan,Xiahou Ba,1
Cao Cao,Sima Zhao,1
Cao Cao,Wang Jing,1
Deng Ai,Fu Qian,1
Sima Wang,Xiahou Ba,1
Dong Yun,Huang Hao,1
Jiang Wei,Xi Zheng,1
Hu Ji,Jiang Wei,1
Huang Hao,Liu Shan,1
Huang Hao,Xun Xu,1
Jiang Wei,Xun Xu,1
Liu Shan,Xun Xu,1
Deng Ai,Xun Xu,1
Xun Xu,Zhong Hui,1
Deng Ai,Liu Shan,1
Liu Shan,Sima Zhao,1
Liu Shan,Zhong Hui,1
Tang Zi,Zhong Hui,1
Tian Xu,Zhong Hui,1
Qian Hong,Sima Wang,1
Sima Wang,Zhuge Xu,1
Qian Hong,Zhong Hui,1
Deng Ai,Wang Xiang,1
Wang Xiang,Zhong Hui,1
Hu Ji,Zhong Hui,1
Dong Jue,Huang Hao,1
Huang Hao,Liao Hua,1
Huang Hao,Zhang Yi,1
Wei Guan,Zhuge Xu,1
Deng Ai,Prime Minister,1
Prime Minister,Zhong Hui,1
Huang Hao,The Emperor,1
Huang Hao,Zhuge Zhan,1
Deng Zhong,Prime Minister,1
Zhuge Liang,Zhuge Shang,1
Deng Zhong,Zhuge Shang,1
Sun Xiu,Zhuge Zhan,1
Deng Ai,Zhang Fei,1
Deng Ai,Zhuge Shang,1
Zhang Fei,Zhuge Shang,1
Zhang Fei,Zhuge Zhan,1
Deng Ai,Qiao Zhou,1
Deng Ai,Jia Chong,1
Deng Zhong,Zhong Hui,1
Liu Bei,Zhong Hui,1
Empress Guo,Jiang Wei,1
Empress Guo,Sima Zhao,1
Deng Zhong,Tian Xu,1
Deng Zhong,Wei Guan,1
Guan Yu,Jia Chong,1
Guan Yu,Zhang Yi,1
Jia Chong,Zhang Yi,1
Dong Jue,Fan Jian,1
Dong Jue,Jia Chong,1
Dong Jue,Qiao Zhou,1
Dong Jue,Wei Guan,1
Dong Jue,Xi Zheng,1
Fan Jian,Jia Chong,1
Fan Jian,Liao Hua,1
Fan Jian,Wei Guan,1
Jia Chong,Liao Hua,1
Jia Chong,Qiao Zhou,1
Jia Chong,Wei Guan,1
Jia Chong,Xi Zheng,1
Liao Hua,Qiao Zhou,1
Liao Hua,Wei Guan,1
Liao Hua,Xi Zheng,1
Qiao Zhou,Wei Guan,1
Wei Guan,Xi Zheng,1
Sima Zhao,Sun Xiu,1
Ding Feng,Lu Xun,1
Lu Kang,Lu Xun,1
Lu Kang,Sun Xiu,1
Lu Xun,Sun Xiu,1
Jia Chong,Jiang Wei,1
Sima Zhao,Zhuge Liang,1
Sima Zhao,Xi Zheng,1
Sima Shi,Sima You,1
Shan Tao,Sima You,1
Shan Tao,Sima Zhao,1
Sima You,Sima Zhao,1
Sima Zhao,Wang Xiang,1
Prime Minister,Sima Wang,1
Cao Cao,Pei Xiu,1
Cao Pi,Pei Xiu,1
Sima Fang,Sima Liang,1
Sima Fang,Sima Shi,1
Sima Fang,Sima Yi,1
Sima Fang,Sima Zhao,1
Sima Liang,Sima Shi,1
Sima Liang,Sima Yi,1
Sima Liang,Sima Zhao,1
Puyang Xing,Sun Xiu,1
Ding Feng,Sun Hao,1
Ding Feng,Sun Quan,1
Sun Hao,Sun Quan,1
Cen Hun,Prime Minister,1
Cen Hun,Puyang Xing,1
Cen Hun,Zhang Bu,1
Puyang Xing,Sun Hao,1
Puyang Xing,Zhang Bu,1
Jia Chong,Yang Hu,1
Jia Chong,Xun Xu,1
Du Yu,Yang Hu,1
Ding Feng,Du Yu,1
Du Yu,Lu Kang,1
Wang Jun,Yang Hu,1
Du Yu,Zhang Hua,1
Du Yu,Sima Zhou,1
Du Yu,Wang Jun,1
Du Yu,Wang Rong,1
Cen Hun,Wang Jun,1
Du Yu,Lu Jing,1
Jia Chong,Zhang Hua,1
Hu Zong,Liu Shan,1
Sima Zhou,Tao Jun,1
Tao Jun,Wang Jun,1
Tao Jun,Wang Rong,1
Sun Hao,Sun Jian,1
Prime Minister,Wang Jun,1
Liu Shan,Sun Hao,1
