p1,p2,count
Huang Zu,Liu Biao,4
Cheng Pu,Sun Quan,4
Cao Cao,Mao Jie,4
Xiahou Dun,Yu Jin,4
Mi Fang,Mi Zhu,4
Xiahou Dun,Zhao Zilong,4
Cao Cao,Zhang He,4
Cao Ren,Xu Chu,4
Li Dian,Xu Chu,4
Li Dian,Zhang Liao,4
Xiahou Dun,Zhang Liao,4
Cao Cao,Kuai Yue,4
Liu Feng,Mi Fang,4
Wen Ping,Zhang Fei,4
Zhang He,Zhao Zilong,4
Zhang Zhao,Zhuge Liang,4
Han Dang,Huang Gai,4
Han Dang,Jiang Qin,4
Zhou Tai,Zhou Yu,4
Guan Yu,Zhou Yu,4
Guan Yu,Liu Biao,3
Liu Biao,Zhao Zilong,3
Cai Mao,Kuai Yue,3
Liu Bei,Wen Ping,3
Guan Yu,Sun Qian,3
Mi Zhu,Zhang Fei,3
Mi Zhu,Zhao Zilong,3
Cao Ren,Zhang Fei,3
Cao Ren,Guan Yu,3
Liu Bei,Liu Feng,3
Yuan Shao,Zhuge Liang,3
Lu Meng,Pan Zhang,3
Lu Meng,Sun Quan,3
Lu Xun,Sun Quan,3
Sun Quan,Yuan Shao,3
Gan Ning,Ling Cao,3
Dong Xi,Gan Ning,3
Dong Xi,Lu Meng,3
Prime Minister,Zhuge Liang,3
Liu Feng,Zhuge Liang,3
Liu Bei,Mi Fang,3
Mi Fang,Zhuge Liang,3
Mi Zhu,Zhuge Liang,3
Mi Fang,Zhang Fei,3
Cao Cao,Xiahou Dun,3
Cao Hong,Xiahou Dun,3
Cao Hong,Xu Chu,3
Cao Ren,Xiahou Dun,3
Li Dian,Xiahou Yuan,3
Li Dian,Zhang He,3
Xiahou Dun,Xiahou Yuan,3
Xiahou Dun,Xu Chu,3
Xiahou Dun,Zhang He,3
Xiahou Yuan,Xu Chu,3
Xiahou Yuan,Zhang He,3
Xiahou Yuan,Zhang Liao,3
Xu Chu,Zhang He,3
Zhang He,Zhang Liao,3
Lu Bu,Yuan Shao,3
Cao Cao,Mi Fang,3
Xu Chu,Zhuge Liang,3
Xu Chu,Zhang Fei,3
Liu Bei,Wei Yan,3
Cao Cao,Wen Ping,3
Lady Mi,Zhao Zilong,3
Li Dian,Yue Jing,3
Xiahou Dun,Yue Jing,3
Yue Jing,Zhang Liao,3
Zhang Fei,Zhang Liao,3
Liu Biao,Yuan Shao,3
Han Sui,Ma Teng,3
Jiang Qin,Zhou Yu,3
Zhao Zilong,Zhou Yu,3
Cai Mao,Jiang Gan,3
Cai Mao,Zhou Yu,3
Pang Tong,Xu Shu,3
Cao Cao,Liu Fu,3
Xu Chu,Xu Huang,3
Xu Huang,Zhang Liao,3
Ding Feng,Zhuge Liang,3
Cao Cao,Lu Meng,3
Cao Cao,Xu Huang,3
Sun Quan,Xun You,2
Liu Biao,Zhang Fei,2
Sun Quan,Zhang Lu,2
Kuai Yue,Liu Bei,2
Guan Yu,Jian Yong,2
Guan Yu,Mi Zhu,2
Jian Yong,Mi Zhu,2
Jian Yong,Sun Qian,2
Mi Zhu,Sun Qian,2
Sun Qian,Zhang Fei,2
Sun Qian,Zhao Zilong,2
Cai Mao,Sun Qian,2
Liu Biao,Sun Qian,2
Liu Biao,Liu Qi,2
Cao Ren,Prime Minister,2
Guan Yu,Li Dian,2
Guan Yu,Liu Feng,2
Sima Hui,Xu Shu,2
Cao Cao,Sun Qian,2
Cao Cao,Cheng Yu,2
Cao Cao,Xun Yu,2
Cheng Yu,Prime Minister,2
Prime Minister,Xu Shu,2
Liu Bei,Sima Hui,2
Sun Quan,Zhuge Jin,2
Cao Cao,Dong Zhuo,2
Liu Biao,Liu Zhang,2
Gu Yong,Sun Quan,2
Gu Yong,Zhang Hong,2
Kan Ze,Sun Quan,2
Luo Tong,Zhang Wen,2
Lu Meng,Lu Xun,2
Lu Xun,Pan Zhang,2
Cao Cao,Lady Wu,2
Lady Wu,Sun Quan,2
Lady Wu,Zhang Zhao,2
Lady Wu,Zhou Yu,2
Yuan Shao,Zhou Yu,2
Huang Zu,Ling Cao,2
Ling Cao,Ling Tong,2
Ling Tong,Sun Quan,2
Gan Ning,Liu Biao,2
Cao Cao,Huang Zu,2
Dong Xi,Zhou Yu,2
Lu Meng,Zhou Yu,2
Huang Zu,Zhuge Liang,2
Han Hao,Li Dian,2
Han Hao,Xiahou Dun,2
Han Hao,Yu Jin,2
Guan Ping,Guan Yu,2
Liu Feng,Zhao Zilong,2
Li Dian,Zhang Fei,2
Cao Cao,Xiahou Yuan,2
Cao Hong,Li Dian,2
Cao Hong,Xiahou Yuan,2
Cao Hong,Yu Jin,2
Cao Hong,Zhang He,2
Cao Hong,Zhang Liao,2
Cao Ren,Xiahou Yuan,2
Cao Ren,Zhang He,2
Cao Ren,Zhang Liao,2
Xiahou Yuan,Yu Jin,2
Xu Chu,Yu Jin,2
Yu Jin,Zhang He,2
Yu Jin,Zhang Liao,2
Liu Bei,Prime Minister,2
Cao Cao,Kong Rong,2
Kong Rong,Xun Yu,2
Cao Cao,Lu Bu,2
Cao Cao,Wang Can,2
Liu Bei,Lu Bu,2
Liu Bei,Yuan Shao,2
Cao Cao,Liu Feng,2
Liu Bei,Xu Chu,2
Mi Fang,Zhao Zilong,2
Liu Bei,Liu Ye,2
Wei Yan,Wen Ping,2
Guan Yu,Liu Qi,2
Cao Cao,Xun You,2
Jian Yong,Liu Bei,2
Lady Gan,Zhao Zilong,2
Cao Hong,Zhao Zilong,2
Li Dian,Zhuge Liang,2
Xiahou Dun,Zhang Fei,2
Xiahou Yuan,Yue Jing,2
Xu Chu,Yue Jing,2
Yue Jing,Zhang He,2
Cao Cao,Lu Ji,2
Liu Bei,Lu Ji,2
Cao Cao,Yuan Shu,2
Liu Bei,Yuan Shu,2
Huang Gai,Lu Su,2
Huang Gai,Zhuge Liang,2
Lu Bu,Yuan Shu,2
Yuan Shao,Yuan Shu,2
Cheng Pu,Han Dang,2
Liu Bei,Zhuge Jin,2
Cheng Pu,Zhang Zhao,2
Cao Cao,Han Sui,2
Cao Cao,Ma Teng,2
Dong Xi,Ling Tong,2
Dong Xi,Pan Zhang,2
Jiang Qin,Zhou Tai,2
Ling Tong,Lu Meng,2
Ling Tong,Pan Zhang,2
Lu Xun,Taishi Ci,2
Lu Xun,Zhou Yu,2
Taishi Ci,Zhou Yu,2
Zhou Yu,Zhuge Jin,2
Xun You,Zhou Yu,2
Mi Zhu,Zhou Yu,2
Wen Chou,Yan Liang,2
Gan Ning,Han Dang,2
Gan Ning,Jiang Qin,2
Cao Cao,Han Dang,2
Cao Cao,Taishi Ci,2
Gan Ning,Huang Gai,2
Kan Ze,Zhou Yu,2
Pang Tong,Prime Minister,2
Mao Jie,Wen Ping,2
Mao Jie,Zhang Liao,2
Wen Ping,Zhang Liao,2
Xu Huang,Zhang He,2
Wen Ping,Zhou Tai,2
Sun Quan,Taishi Ci,2
Cao Cao,Ling Tong,2
Huang Gai,Zhang Liao,2
Guan Yu,Prime Minister,2
Guan Yu,Zhang Liao,2
Cao Cao,Cao Pi,1
Cao Cao,Cao Zhi,1
Cao Pi,Cao Zhi,1
Liu Biao,Xun You,1
Guan Yu,Sun Quan,1
Guan Yu,Zhang Lu,1
Liu Bei,Zhang Lu,1
Sun Quan,Zhang Fei,1
Sun Quan,Zhao Zilong,1
Zhang Fei,Zhang Lu,1
Zhang Lu,Zhao Zilong,1
Kuai Yue,Liu Biao,1
Kuai Liang,Kuai Yue,1
Lady Gan,Liu Bei,1
Lady Gan,Liu Shan,1
Liu Bei,Liu Shan,1
Kuai Yue,Zhao Zilong,1
Cai Mao,Wen Ping,1
Jian Yong,Zhang Fei,1
Liu Qi,Sun Qian,1
Li Dian,Liu Bei,1
Li Dian,Zhao Zilong,1
Cheng Yu,Sima Hui,1
Cheng Yu,Liu Bei,1
Cao Cao,Sima Hui,1
Liu Biao,Sima Hui,1
Sun Qian,Xu Shu,1
Liu Biao,Zhuge Xuan,1
Zhuge Liang,Zhuge Xuan,1
Pang Tong,Zhuge Liang,1
Cheng Yu,Xun Yu,1
Prime Minister,Xun Yu,1
Xu Shu,Xun Yu,1
Dong Zhuo,Yuan Shao,1
Dong Zhuo,Zhuge Liang,1
Liu Bei,Liu Zhang,1
Liu Zhang,Zhuge Liang,1
Cheng Bing,Gu Yong,1
Cheng Bing,Kan Ze,1
Cheng Bing,Lu Ji,1
Cheng Bing,Luo Tong,1
Cheng Bing,Sun Quan,1
Cheng Bing,Wu Can,1
Cheng Bing,Yan Jun,1
Cheng Bing,Zhang Hong,1
Cheng Bing,Zhang Wen,1
Cheng Bing,Zhu Huan,1
Gu Yong,Kan Ze,1
Gu Yong,Lu Ji,1
Gu Yong,Luo Tong,1
Gu Yong,Wu Can,1
Gu Yong,Yan Jun,1
Gu Yong,Zhang Wen,1
Gu Yong,Zhu Huan,1
Kan Ze,Lu Ji,1
Kan Ze,Luo Tong,1
Kan Ze,Wu Can,1
Kan Ze,Yan Jun,1
Kan Ze,Zhang Hong,1
Kan Ze,Zhang Wen,1
Kan Ze,Zhu Huan,1
Lu Ji,Luo Tong,1
Lu Ji,Sun Quan,1
Lu Ji,Wu Can,1
Lu Ji,Yan Jun,1
Lu Ji,Zhang Hong,1
Lu Ji,Zhang Wen,1
Lu Ji,Zhu Huan,1
Luo Tong,Sun Quan,1
Luo Tong,Wu Can,1
Luo Tong,Yan Jun,1
Luo Tong,Zhang Hong,1
Luo Tong,Zhu Huan,1
Sun Quan,Wu Can,1
Sun Quan,Yan Jun,1
Sun Quan,Zhang Hong,1
Sun Quan,Zhang Wen,1
Sun Quan,Zhu Huan,1
Wu Can,Yan Jun,1
Wu Can,Zhang Hong,1
Wu Can,Zhang Wen,1
Wu Can,Zhu Huan,1
Yan Jun,Zhang Hong,1
Yan Jun,Zhang Wen,1
Yan Jun,Zhu Huan,1
Zhang Hong,Zhang Wen,1
Zhang Hong,Zhu Huan,1
Zhang Wen,Zhu Huan,1
Ding Feng,Lu Meng,1
Ding Feng,Lu Xun,1
Ding Feng,Pan Zhang,1
Ding Feng,Sun Quan,1
Lu Meng,Xu Sheng,1
Lu Xun,Xu Sheng,1
Pan Zhang,Sun Quan,1
Pan Zhang,Xu Sheng,1
Sun Quan,Xu Sheng,1
Lady Wu,Yuan Shao,1
Yuan Shao,Zhang Zhao,1
Huang Zu,Ling Tong,1
Ling Cao,Sun Quan,1
Sun Quan,Sun Yi,1
Lady Xu,Sun Yi,1
Sun Ce,Sun Quan,1
Sun Ce,Wu Jing,1
Sun Ce,Zhang Zhao,1
Sun Quan,Wu Jing,1
Wu Jing,Zhang Zhao,1
Wu Jing,Zhou Yu,1
Huang Zu,Lu Meng,1
Dong Xi,Sun Quan,1
Cheng Pu,Gan Ning,1
Cheng Pu,Huang Zu,1
Liu Biao,Zhang Zhao,1
Sun Kuang,Sun Quan,1
Huang Zu,Liu Bei,1
Cao Cao,Cui Yan,1
Cao Cao,Sima Fang,1
Cao Cao,Sima Lang,1
Cao Cao,Sima Yi,1
Cui Yan,Mao Jie,1
Cui Yan,Prime Minister,1
Cui Yan,Sima Fang,1
Cui Yan,Sima Lang,1
Cui Yan,Sima Yi,1
Mao Jie,Prime Minister,1
Mao Jie,Sima Fang,1
Mao Jie,Sima Lang,1
Mao Jie,Sima Yi,1
Prime Minister,Sima Fang,1
Prime Minister,Sima Lang,1
Prime Minister,Sima Yi,1
Sima Fang,Sima Lang,1
Sima Fang,Sima Yi,1
Sima Lang,Sima Yi,1
Liu Bei,Xun Yu,1
Xun Yu,Zhuge Liang,1
Prime Minister,Xiahou Dun,1
Guan Ping,Liu Feng,1
Guan Ping,Zhang Fei,1
Guan Ping,Zhao Zilong,1
Guan Ping,Zhuge Liang,1
Xiahou Dun,Xu Shu,1
Guan Yu,Han Hao,1
Guan Yu,Yu Jin,1
Han Hao,Zhang Fei,1
Yu Jin,Zhang Fei,1
Guan Yu,Mi Fang,1
Cao Cao,Cao Hong,1
Cao Ren,Yu Jin,1
Liu Biao,Prime Minister,1
Prime Minister,Sun Quan,1
Kong Rong,Mi Heng,1
Liu Bei,Wang Can,1
Lu Bu,Wang Can,1
Wang Can,Yuan Shao,1
Cao Ren,Liu Feng,1
Cao Ren,Mi Fang,1
Liu Feng,Xu Chu,1
Mi Fang,Xu Chu,1
Cao Cao,Liu Ye,1
Liu Ye,Xu Shu,1
Cai Mao,Zhang Fei,1
Han Xuan,Liu Bei,1
Han Xuan,Wei Yan,1
Han Xuan,Wen Ping,1
Cao Cao,Fu Xuan,1
Fu Xuan,Kuai Yue,1
Fu Xuan,Wang Can,1
Kuai Yue,Wang Can,1
Jian Yong,Mi Fang,1
Jian Yong,Liu Shan,1
Cao Ren,Mi Zhu,1
Lady Gan,Mi Zhu,1
Lady Gan,Lady Mi,1
Cao Cao,Liu Shan,1
Liu Shan,Zhao Zilong,1
Cao Cao,Yue Jing,1
Cao Ren,Yue Jing,1
Cao Ren,Zhuge Liang,1
Xiahou Yuan,Zhang Fei,1
Xiahou Yuan,Zhuge Liang,1
Yue Jing,Zhang Fei,1
Yue Jing,Zhuge Liang,1
Zhang Fei,Zhang He,1
Zhang He,Zhuge Liang,1
Zhang Liao,Zhuge Liang,1
Guan Yu,Lady Mi,1
Lady Mi,Liu Bei,1
Sun Qian,Zhuge Liang,1
Liu Bei,Xun You,1
Liu Biao,Lu Su,1
Liu Qi,Sun Ce,1
Liu Qi,Lu Su,1
Cao Hong,Guan Yu,1
Cao Hong,Liu Bei,1
Cao Hong,Liu Biao,1
Cao Hong,Zhang Fei,1
Cao Ren,Liu Biao,1
Guan Yu,Xiahou Dun,1
Liu Biao,Xiahou Dun,1
Bu Zhi,Zhang Yi,1
Cao Cao,Zhang Yi,1
Prime Minister,Zhang Yi,1
Zhang Yi,Zhuge Liang,1
Cao Cao,Xue Zong,1
Lu Ji,Prime Minister,1
Lu Ji,Yuan Shu,1
Lu Ji,Zhuge Liang,1
Yuan Shu,Zhuge Liang,1
Yan Jun,Zhuge Liang,1
Cao Cao,Luo Tong,1
Cao Cao,Zhang Wen,1
Luo Tong,Zhuge Liang,1
Zhang Wen,Zhuge Liang,1
Huang Gai,Zhuge Jin,1
Lu Su,Zhuge Jin,1
Liu Biao,Lu Bu,1
Liu Biao,Yuan Shu,1
Lu Bu,Sun Quan,1
Sun Quan,Yuan Shu,1
Gu Yong,Liu Bei,1
Bu Zhi,Gu Yong,1
Bu Zhi,Zhang Hong,1
Bu Zhi,Zhang Zhao,1
Bu Zhi,Zhou Yu,1
Gu Yong,Zhang Zhao,1
Gu Yong,Zhou Yu,1
Zhang Hong,Zhang Zhao,1
Zhang Hong,Zhou Yu,1
Cheng Pu,Huang Gai,1
Cao Cao,Zhuge Jin,1
Lu Su,Sun Ce,1
Cao Cao,Sun Ce,1
Lu Su,Zhang Zhao,1
Dong Zhuo,Zhou Yu,1
Dong Xi,Han Dang,1
Dong Xi,Huang Gai,1
Dong Xi,Jiang Qin,1
Dong Xi,Lu Xun,1
Dong Xi,Taishi Ci,1
Dong Xi,Zhou Tai,1
Dong Xi,Zhu Zhi,1
Han Dang,Ling Tong,1
Han Dang,Lu Meng,1
Han Dang,Lu Xun,1
Han Dang,Pan Zhang,1
Han Dang,Taishi Ci,1
Han Dang,Zhu Zhi,1
Huang Gai,Jiang Qin,1
Huang Gai,Ling Tong,1
Huang Gai,Lu Meng,1
Huang Gai,Lu Xun,1
Huang Gai,Pan Zhang,1
Huang Gai,Taishi Ci,1
Huang Gai,Zhou Tai,1
Huang Gai,Zhu Zhi,1
Jiang Qin,Ling Tong,1
Jiang Qin,Lu Meng,1
Jiang Qin,Lu Xun,1
Jiang Qin,Pan Zhang,1
Jiang Qin,Taishi Ci,1
Jiang Qin,Zhu Zhi,1
Ling Tong,Lu Xun,1
Ling Tong,Taishi Ci,1
Ling Tong,Zhou Tai,1
Ling Tong,Zhou Yu,1
Ling Tong,Zhu Zhi,1
Lu Meng,Taishi Ci,1
Lu Meng,Zhou Tai,1
Lu Meng,Zhu Zhi,1
Lu Xun,Zhou Tai,1
Lu Xun,Zhu Zhi,1
Pan Zhang,Taishi Ci,1
Pan Zhang,Zhou Tai,1
Pan Zhang,Zhou Yu,1
Pan Zhang,Zhu Zhi,1
Taishi Ci,Zhou Tai,1
Taishi Ci,Zhu Zhi,1
Zhou Tai,Zhu Zhi,1
Zhou Yu,Zhu Zhi,1
Cheng Pu,Zhuge Liang,1
Guan Yu,Xun You,1
Guan Yu,Yuan Shao,1
Xun You,Yuan Shao,1
Xun You,Zhang Fei,1
Xun You,Zhao Zilong,1
Yuan Shao,Zhang Fei,1
Yuan Shao,Zhao Zilong,1
Zhang Fei,Zhou Yu,1
Wen Chou,Zhou Yu,1
Yan Liang,Zhou Yu,1
Cai Mao,Gan Ning,1
Cai Mao,Han Dang,1
Cai Mao,Jiang Qin,1
Cao Cao,Jiang Qin,1
Jiang Gan,Prime Minister,1
Jiang Gan,Taishi Ci,1
Jiang Gan,Mao Jie,1
Jiang Gan,Yu Jin,1
Xun You,Zhuge Liang,1
Huang Gai,Zhang Zhao,1
Huang Gai,Sun Jian,1
Huang Gai,Sun Quan,1
Huang Gai,Prime Minister,1
Kan Ze,Prime Minister,1
Jiang Gan,Pang Tong,1
Liu Bei,Pang Tong,1
Pang Tong,Zang Ba,1
Prime Minister,Zang Ba,1
Xu Shu,Zang Ba,1
Prime Minister,Xun You,1
Cao Hong,Li Tong,1
Cao Hong,Lu Qian,1
Cao Hong,Mao Jie,1
Cao Hong,Wen Ping,1
Cao Hong,Xu Huang,1
Cao Hong,Yue Jing,1
Li Dian,Li Tong,1
Li Dian,Lu Qian,1
Li Dian,Mao Jie,1
Li Dian,Wen Ping,1
Li Dian,Xu Huang,1
Li Tong,Lu Qian,1
Li Tong,Mao Jie,1
Li Tong,Wen Ping,1
Li Tong,Xiahou Dun,1
Li Tong,Xiahou Yuan,1
Li Tong,Xu Chu,1
Li Tong,Xu Huang,1
Li Tong,Yu Jin,1
Li Tong,Yue Jing,1
Li Tong,Zhang He,1
Li Tong,Zhang Liao,1
Lu Qian,Mao Jie,1
Lu Qian,Wen Ping,1
Lu Qian,Xiahou Dun,1
Lu Qian,Xiahou Yuan,1
Lu Qian,Xu Chu,1
Lu Qian,Xu Huang,1
Lu Qian,Yu Jin,1
Lu Qian,Yue Jing,1
Lu Qian,Zhang He,1
Lu Qian,Zhang Liao,1
Mao Jie,Xiahou Dun,1
Mao Jie,Xiahou Yuan,1
Mao Jie,Xu Chu,1
Mao Jie,Xu Huang,1
Mao Jie,Yue Jing,1
Mao Jie,Zhang He,1
Wen Ping,Xiahou Dun,1
Wen Ping,Xiahou Yuan,1
Wen Ping,Xu Chu,1
Wen Ping,Xu Huang,1
Wen Ping,Yu Jin,1
Wen Ping,Yue Jing,1
Wen Ping,Zhang He,1
Xiahou Dun,Xu Huang,1
Xiahou Yuan,Xu Huang,1
Xu Huang,Yu Jin,1
Xu Huang,Yue Jing,1
Yu Jin,Yue Jing,1
Cheng Yu,Xun You,1
Han Dang,Wen Ping,1
Wen Ping,Zhou Yu,1
Xu Sheng,Zhuge Liang,1
Ding Feng,Zhao Zilong,1
Gan Ning,Taishi Ci,1
Cao Cao,Dong Xi,1
Cao Cao,Pan Zhang,1
Gan Ning,Pan Zhang,1
Chen Wu,Cheng Pu,1
Chen Wu,Ding Feng,1
Chen Wu,Han Dang,1
Chen Wu,Jiang Qin,1
Chen Wu,Kan Ze,1
Chen Wu,Lu Su,1
Chen Wu,Xu Sheng,1
Chen Wu,Zhou Tai,1
Chen Wu,Zhou Yu,1
Cheng Pu,Ding Feng,1
Cheng Pu,Jiang Qin,1
Cheng Pu,Kan Ze,1
Cheng Pu,Xu Sheng,1
Cheng Pu,Zhou Tai,1
Ding Feng,Han Dang,1
Ding Feng,Jiang Qin,1
Ding Feng,Kan Ze,1
Ding Feng,Lu Su,1
Ding Feng,Zhou Tai,1
Ding Feng,Zhou Yu,1
Han Dang,Kan Ze,1
Han Dang,Lu Su,1
Han Dang,Xu Sheng,1
Jiang Qin,Kan Ze,1
Jiang Qin,Lu Su,1
Jiang Qin,Xu Sheng,1
Kan Ze,Lu Su,1
Kan Ze,Xu Sheng,1
Kan Ze,Zhou Tai,1
Lu Su,Xu Sheng,1
Lu Su,Zhou Tai,1
Xu Sheng,Zhou Tai,1
Xu Sheng,Zhou Yu,1
Liu Qi,Zhao Zilong,1
Liu Feng,Mi Zhu,1
Guan Ping,Zhou Cang,1
Guan Yu,Zhou Cang,1
Jian Yong,Zhou Yu,1
Sun Qian,Zhou Yu,1
Cheng Yu,Huang Gai,1
Prime Minister,Wen Ping,1
Lu Meng,Zhang Liao,1
Xu Huang,Yuan Shao,1
Cao Cao,Lu Xun,1
Xu Huang,Zhao Zilong,1
Xu Huang,Zhang Fei,1
Cheng Yu,Guan Yu,1
Cao Cao,Guo Jia,1
