p1,p2,count
Jiang Wan,Zhuge Liang,5
The Emperor,Zhuge Liang,5
Cao Pi,Cao Rui,5
Ma Su,Sima Yi,5
Wang Lang,Zhuge Liang,5
Jiang Wei,Zhang Bao,5
Guo Huai,Wei Yan,5
Jiang Wei,Prime Minister,5
Cao Rui,Meng Da,5
Sun Li,Zhang He,5
Guo Huai,Wang Ping,5
Lu Xun,Zhu Huan,5
Fei Yao,Jiang Wei,5
Guan Xing,Hu Ban,5
Guan Xing,Wu Yi,5
Wang Shuang,Wei Yan,5
Gu Yong,Sun Quan,4
Cao Zhen,Wei Yan,4
Deng Zhi,Prime Minister,4
Sun Quan,Xu Sheng,4
Ma Dai,Prime Minister,4
Ma Su,Wei Yan,4
Zhang Bao,Zhao Zilong,4
Guan Xing,Xiahou Mao,4
Xiahou Mao,Zhang Bao,4
Wei Yan,Zhang Bao,4
Wei Yan,Wu Yi,4
Guan Xing,Zhang Yi,4
Guo Huai,Zhao Zilong,4
Sima Yi,Xin Pi,4
Cao Zhen,Jiang Wei,4
Lu Xun,Zhuge Jin,4
Guo Huai,Hao Zhao,4
Hu Ban,Zhuge Liang,4
Wu Yi,Zhuge Liang,4
Chen Shi,Du Qiong,4
Du Qiong,Wei Yan,4
Guan Xing,Liao Hua,4
Liao Hua,Ma Dai,4
Sima Shi,Sima Yi,4
Qin Lang,Sima Yi,4
Jiang Wei,Yang Yi,4
Gu Yong,Zhang Zhao,3
Deng Zhi,Sun Quan,3
Deng Zhi,Zhang Wen,3
Prime Minister,Zhang Wen,3
Cao Zhen,Liu Ye,3
Sun Shao,Xu Sheng,3
Lu Kai,Meng Huo,3
Fei Yi,Jiang Wan,3
Prime Minister,Wang Ping,3
Hua Xin,Sima Yi,3
Cao Rui,Ma Su,3
Cao Rui,Cao Zhen,3
Du Qiong,Zhuge Liang,3
Jiang Wan,Prime Minister,3
Cao Rui,Zhuge Liang,3
Wang Lang,Xiahou Mao,3
Prime Minister,Zhang Bao,3
Guan Xing,Prime Minister,3
Guan Xing,Zhao Zilong,3
Guan Xing,Wang Ping,3
Jiang Wei,Xiahou Mao,3
Jiang Wei,Zhao Zilong,3
Guan Xing,Guo Huai,3
Guo Huai,Zhang Bao,3
Sima Shi,Sima Zhao,3
Meng Da,Xu Huang,3
Cao Rui,Zhang He,3
Sima Yi,Sima Zhao,3
Cao Xiu,Xu Sheng,3
Cao Rui,Lu Xun,3
Cao Zhen,Hao Zhao,3
Hao Zhao,Wang Shuang,3
Cao Zhen,Fei Yao,3
Guo Huai,Wang Shuang,3
Sun Li,Wang Shuang,3
Fei Yao,Zhuge Liang,3
Ma Dai,Sun Li,3
Hao Zhao,Zhang He,3
Prime Minister,Sun Quan,3
Hu Ban,Zhang He,3
Wu Yi,Zhang He,3
Liao Hua,Wei Yan,3
Chen Shi,Deng Zhi,3
Hu Ban,Liao Hua,3
Liao Hua,Wu Yi,3
Jiang Wei,Sima Yi,3
Hu Ban,Wang Ping,3
Wang Ping,Wu Yi,3
Fei Yi,Li Yan,3
Xiahou Ba,Xiahou Wei,3
Ma Dai,Sima Yi,3
Liao Hua,Sima Yi,3
Wei Yan,Yang Yi,3
Cao Pi,Lu Xun,2
Cao Zhen,Zhao Zilong,2
Ma Chao,Zhao Zilong,2
Sun Quan,Zhang Wen,2
Cao Xiu,Cao Zhen,2
Cao Zhen,Wen Ping,2
Liu Ye,Sima Yi,2
Xu Huang,Zhang Liao,2
Cao Pi,Xu Sheng,2
Sun Ce,Sun Shao,2
Sun Quan,Sun Shao,2
Dong Jue,Fan Jian,2
Ma Liang,Ma Su,2
Meng Huo,Wang Ping,2
Meng Huo,Zhang Yi,2
Ma Su,Meng Huo,2
Dong Jue,Zhuge Liang,2
Cao Zhen,Chen Qun,2
Chen Qun,Sima Yi,2
Cao Zhen,Hua Xin,2
Sima Yi,Wang Lang,2
Cao Rui,Cao Xiu,2
Chen Zhen,Prime Minister,2
Chen Zhen,Zhuge Liang,2
Ma Chao,Zhuge Liang,2
Deng Zhi,Guan Xing,2
Deng Zhi,Zhang Bao,2
Prime Minister,Xiahou Mao,2
Wang Ping,Zhang Bao,2
Gao Xiang,Zhang Yi,2
Gao Xiang,Zhao Zilong,2
Guo Huai,Wang Lang,2
Dong Zhuo,Guo Si,2
Dong Zhuo,Li Jue,2
Guo Si,Li Jue,2
Zhang Bao,Zhang Yi,2
Cao Zhen,Guan Xing,2
Cao Rui,Xin Pi,2
Cao Zhen,Xin Pi,2
Sun Li,Xin Pi,2
Xin Pi,Zhang He,2
Xin Pi,Zhuge Liang,2
Gao Xiang,Zhang He,2
Gao Xiang,Zhuge Liang,2
Ma Su,Zhang He,2
Sima Zhao,Wei Yan,2
Gao Xiang,Guo Huai,2
Cao Zhen,Wang Ping,2
Gao Xiang,Ma Su,2
Gao Xiang,Sima Yi,2
Cao Zhen,Ma Dai,2
Guan Xing,Sima Yi,2
Jia Kui,Zhou Fang,2
Jia Kui,Sima Yi,2
Sun Quan,Zhou Fang,2
Gu Yong,Lu Xun,2
Sun Quan,Zhu Huan,2
Cao Xiu,Zhu Huan,2
Zhou Fang,Zhu Huan,2
Lu Xun,Sima Yi,2
Lu Xun,Xu Sheng,2
Cao Xiu,Lu Xun,2
Liao Hua,Wang Shuang,2
Wang Ping,Wang Shuang,2
Li Hui,Wei Yan,2
Fei Yao,Guo Huai,2
Sima Yi,Wang Shuang,2
Cao Zhen,Han Ji,2
Hu Ban,Zhang Hu,2
Hao Zhao,Sun Li,2
Zhuge Jin,Zhuge Ke,2
Sun Quan,Zhuge Jin,2
Lu Xun,Man Chong,2
Guo Huai,Jiang Wei,2
Zhang He,Zhang Yi,2
Cao Rui,Liu Ye,2
Deng Zhi,Wei Yan,2
Chen Shi,Prime Minister,2
Sima Yi,Zhang Hu,2
Hu Ban,Jiang Wei,2
Hu Ban,Wei Yan,2
Jiang Wei,Wu Yi,2
Sima Yi,Wu Yi,2
Li Yan,Prime Minister,2
Xiahou Ba,Xiahou Hui,2
Xiahou He,Xiahou Hui,2
Ma Dai,Wu Yi,2
Qin Lang,Zhuge Liang,2
Cao Rui,Liu Shao,2
Cao Rui,Man Chong,2
Liu Shao,Man Chong,2
Sima Yi,Yang Yi,2
Liao Li,Zhuge Liang,2
Cao Pi,Zhuge Liang,1
Cao Zhen,Ma Chao,1
Cao Zhen,Meng Da,1
Cao Zhen,Meng Huo,1
Ma Chao,Meng Da,1
Ma Chao,Meng Huo,1
Ma Chao,Wei Yan,1
Meng Da,Meng Huo,1
Meng Da,Wei Yan,1
Meng Da,Zhao Zilong,1
Deng Zhi,Zhang Zhao,1
Zhang Zhao,Zhuge Liang,1
Qin Mi,Zhuge Liang,1
Qin Mi,Zhang Wen,1
Zhang Wen,Zhuge Liang,1
Cao Ren,Jia Xu,1
Cao Xiu,Jiang Ji,1
Cao Xiu,Liu Ye,1
Cao Xiu,Lu Qian,1
Cao Xiu,Wen Ping,1
Cao Xiu,Xu Chu,1
Cao Xiu,Xu Huang,1
Cao Xiu,Zhang He,1
Cao Xiu,Zhang Liao,1
Cao Zhen,Jiang Ji,1
Cao Zhen,Lu Qian,1
Cao Zhen,Xu Chu,1
Cao Zhen,Xu Huang,1
Cao Zhen,Zhang Liao,1
Jiang Ji,Liu Ye,1
Jiang Ji,Lu Qian,1
Jiang Ji,Sima Yi,1
Jiang Ji,Wen Ping,1
Jiang Ji,Xu Chu,1
Jiang Ji,Xu Huang,1
Jiang Ji,Zhang He,1
Jiang Ji,Zhang Liao,1
Liu Ye,Lu Qian,1
Liu Ye,Wen Ping,1
Liu Ye,Xu Chu,1
Liu Ye,Xu Huang,1
Liu Ye,Zhang He,1
Liu Ye,Zhang Liao,1
Lu Qian,Sima Yi,1
Lu Qian,Wen Ping,1
Lu Qian,Xu Chu,1
Lu Qian,Xu Huang,1
Lu Qian,Zhang He,1
Lu Qian,Zhang Liao,1
Sima Yi,Wen Ping,1
Sima Yi,Xu Chu,1
Sima Yi,Zhang Liao,1
Wen Ping,Xu Chu,1
Wen Ping,Xu Huang,1
Wen Ping,Zhang He,1
Wen Ping,Zhang Liao,1
Xu Chu,Xu Huang,1
Xu Chu,Zhang He,1
Xu Chu,Zhang Liao,1
Xu Huang,Zhang He,1
Zhang He,Zhang Liao,1
Gu Yong,Zhuge Liang,1
Cao Pi,Sun Shao,1
Ding Feng,Sun Shao,1
Ding Feng,Xu Sheng,1
Cao Pi,Ding Feng,1
Ding Feng,Xu Huang,1
Ding Feng,Zhang Liao,1
Ma Chao,Prime Minister,1
Gao Ding,Lu Kai,1
Gao Ding,Meng Huo,1
Cao Pi,Sun Quan,1
Cao Pi,Guan Xing,1
Cao Pi,Li Yan,1
Cao Pi,Ma Chao,1
Cao Pi,Zhang Bao,1
Guan Xing,Li Yan,1
Guan Xing,Lu Xun,1
Guan Xing,Ma Chao,1
Li Yan,Lu Xun,1
Li Yan,Ma Chao,1
Li Yan,Zhang Bao,1
Lu Xun,Ma Chao,1
Lu Xun,Zhang Bao,1
Ma Chao,Zhang Bao,1
Wang Lian,Zhuge Liang,1
Dong Jue,Fei Yi,1
Dong Jue,Jiang Wan,1
Dong Jue,Wang Ping,1
Dong Jue,Wei Yan,1
Dong Jue,Zhang Yi,1
Dong Jue,Zhao Zilong,1
Fan Jian,Fei Yi,1
Fan Jian,Jiang Wan,1
Fan Jian,Wang Ping,1
Fan Jian,Wei Yan,1
Fan Jian,Zhang Yi,1
Fan Jian,Zhao Zilong,1
Fei Yi,Wang Ping,1
Fei Yi,Zhang Yi,1
Fei Yi,Zhao Zilong,1
Jiang Wan,Wang Ping,1
Jiang Wan,Wei Yan,1
Jiang Wan,Zhang Yi,1
Jiang Wan,Zhao Zilong,1
Guan Yu,Zhuge Liang,1
Gao Ding,Wei Yan,1
Gao Ding,Prime Minister,1
Ma Liang,Zhuge Liang,1
Lu Kai,Wang Ping,1
Lu Kai,Zhang Yi,1
Jiang Wan,Lu Kai,1
Jiang Wan,Ma Dai,1
Cao Cao,Meng Huo,1
Cao Cao,Sun Quan,1
Cao Cao,Zhuge Liang,1
Meng Huo,Sun Quan,1
Lu Kai,Ma Su,1
Ma Dai,Ma Su,1
Ma Su,Zhao Zilong,1
Jiang Wan,Meng Huo,1
Cao Pi,Lady Zhen,1
Cao Pi,Yuan Shao,1
Cao Rui,Lady Zhen,1
Cao Rui,Yuan Shao,1
Lady Zhen,Yuan Shao,1
Cao Rui,Empress Zhen,1
Cao Xiu,Chen Qun,1
Cao Xiu,Hua Xin,1
Cao Xiu,Wang Lang,1
Cao Xiu,Zhong Yao,1
Cao Zhen,Zhong Yao,1
Chen Qun,Hua Xin,1
Chen Qun,Wang Lang,1
Chen Qun,Zhong Yao,1
Hua Xin,Wang Lang,1
Hua Xin,Zhong Yao,1
Sima Yi,Zhong Yao,1
Wang Lang,Zhong Yao,1
Cao Pi,Sima Yi,1
Cao Rui,Prime Minister,1
Cao Rui,Hua Xin,1
Chen Zhen,Dong Yun,1
Chen Zhen,Du Qiong,1
Chen Zhen,Du Wei,1
Chen Zhen,Fei Shi,1
Chen Zhen,Fei Yi,1
Chen Zhen,Guo Youzhi,1
Chen Zhen,Jiang Wan,1
Chen Zhen,Lai Min,1
Chen Zhen,Li Zhuan,1
Chen Zhen,Meng Guang,1
Chen Zhen,Qiao Zhou,1
Chen Zhen,Xi Zheng,1
Chen Zhen,Xiang Chong,1
Chen Zhen,Yin Mo,1
Dong Yun,Du Qiong,1
Dong Yun,Du Wei,1
Dong Yun,Fei Shi,1
Dong Yun,Fei Yi,1
Dong Yun,Guo Youzhi,1
Dong Yun,Jiang Wan,1
Dong Yun,Lai Min,1
Dong Yun,Li Zhuan,1
Dong Yun,Meng Guang,1
Dong Yun,Prime Minister,1
Dong Yun,Qiao Zhou,1
Dong Yun,Xi Zheng,1
Dong Yun,Xiang Chong,1
Dong Yun,Yin Mo,1
Dong Yun,Zhuge Liang,1
Du Qiong,Du Wei,1
Du Qiong,Fei Shi,1
Du Qiong,Fei Yi,1
Du Qiong,Guo Youzhi,1
Du Qiong,Jiang Wan,1
Du Qiong,Lai Min,1
Du Qiong,Li Zhuan,1
Du Qiong,Meng Guang,1
Du Qiong,Prime Minister,1
Du Qiong,Qiao Zhou,1
Du Qiong,Xi Zheng,1
Du Qiong,Xiang Chong,1
Du Qiong,Yin Mo,1
Du Wei,Fei Shi,1
Du Wei,Fei Yi,1
Du Wei,Guo Youzhi,1
Du Wei,Jiang Wan,1
Du Wei,Lai Min,1
Du Wei,Li Zhuan,1
Du Wei,Meng Guang,1
Du Wei,Prime Minister,1
Du Wei,Qiao Zhou,1
Du Wei,Xi Zheng,1
Du Wei,Xiang Chong,1
Du Wei,Yin Mo,1
Du Wei,Zhuge Liang,1
Fei Shi,Fei Yi,1
Fei Shi,Guo Youzhi,1
Fei Shi,Jiang Wan,1
Fei Shi,Lai Min,1
Fei Shi,Li Zhuan,1
Fei Shi,Meng Guang,1
Fei Shi,Prime Minister,1
Fei Shi,Qiao Zhou,1
Fei Shi,Xi Zheng,1
Fei Shi,Xiang Chong,1
Fei Shi,Yin Mo,1
Fei Shi,Zhuge Liang,1
Fei Yi,Guo Youzhi,1
Fei Yi,Lai Min,1
Fei Yi,Li Zhuan,1
Fei Yi,Meng Guang,1
Fei Yi,Qiao Zhou,1
Fei Yi,Xi Zheng,1
Fei Yi,Xiang Chong,1
Fei Yi,Yin Mo,1
Guo Youzhi,Jiang Wan,1
Guo Youzhi,Lai Min,1
Guo Youzhi,Li Zhuan,1
Guo Youzhi,Meng Guang,1
Guo Youzhi,Prime Minister,1
Guo Youzhi,Qiao Zhou,1
Guo Youzhi,Xi Zheng,1
Guo Youzhi,Xiang Chong,1
Guo Youzhi,Yin Mo,1
Guo Youzhi,Zhuge Liang,1
Jiang Wan,Lai Min,1
Jiang Wan,Li Zhuan,1
Jiang Wan,Meng Guang,1
Jiang Wan,Qiao Zhou,1
Jiang Wan,Xi Zheng,1
Jiang Wan,Xiang Chong,1
Jiang Wan,Yin Mo,1
Lai Min,Li Zhuan,1
Lai Min,Meng Guang,1
Lai Min,Prime Minister,1
Lai Min,Qiao Zhou,1
Lai Min,Xi Zheng,1
Lai Min,Xiang Chong,1
Lai Min,Yin Mo,1
Lai Min,Zhuge Liang,1
Li Zhuan,Meng Guang,1
Li Zhuan,Prime Minister,1
Li Zhuan,Qiao Zhou,1
Li Zhuan,Xi Zheng,1
Li Zhuan,Xiang Chong,1
Li Zhuan,Yin Mo,1
Li Zhuan,Zhuge Liang,1
Meng Guang,Prime Minister,1
Meng Guang,Qiao Zhou,1
Meng Guang,Xi Zheng,1
Meng Guang,Xiang Chong,1
Meng Guang,Yin Mo,1
Meng Guang,Zhuge Liang,1
Prime Minister,Qiao Zhou,1
Prime Minister,Xi Zheng,1
Prime Minister,Xiang Chong,1
Prime Minister,Yin Mo,1
Qiao Zhou,Xi Zheng,1
Qiao Zhou,Xiang Chong,1
Qiao Zhou,Yin Mo,1
Qiao Zhou,Zhuge Liang,1
Xi Zheng,Xiang Chong,1
Xi Zheng,Yin Mo,1
Xi Zheng,Zhuge Liang,1
Xiang Chong,Yin Mo,1
Xiang Chong,Zhuge Liang,1
Yin Mo,Zhuge Liang,1
Cao Rui,Deng Zhi,1
Cao Rui,Zhao Zilong,1
Cao Cao,Huang Zhong,1
Cao Cao,Xiahou Dun,1
Cao Cao,Xiahou Mao,1
Cao Cao,Xiahou Yuan,1
Huang Zhong,Xiahou Dun,1
Huang Zhong,Xiahou Mao,1
Huang Zhong,Xiahou Yuan,1
Xiahou Dun,Xiahou Mao,1
Xiahou Dun,Xiahou Yuan,1
Xiahou Mao,Xiahou Yuan,1
Ma Chao,Ma Dai,1
Cao Rui,Xiahou Mao,1
Wei Yan,Xiahou Mao,1
Cheng Yu,Zhao Zilong,1
Wang Ping,Xiahou Mao,1
Cao Rui,The Emperor,1
Cao Zhen,Xiahou Mao,1
Guo Huai,Xiahou Mao,1
Guan Xing,Wang Lang,1
Wang Lang,Zhang Bao,1
Prime Minister,Wang Lang,1
Dong Zhuo,Liu Biao,1
Dong Zhuo,Lu Bu,1
Dong Zhuo,Wang Lang,1
Dong Zhuo,Yuan Shao,1
Dong Zhuo,Yuan Shu,1
Guo Si,Liu Biao,1
Guo Si,Lu Bu,1
Guo Si,Wang Lang,1
Guo Si,Yuan Shao,1
Guo Si,Yuan Shu,1
Li Jue,Liu Biao,1
Li Jue,Lu Bu,1
Li Jue,Wang Lang,1
Li Jue,Yuan Shao,1
Li Jue,Yuan Shu,1
Liu Biao,Lu Bu,1
Liu Biao,Wang Lang,1
Liu Biao,Yuan Shao,1
Liu Biao,Yuan Shu,1
Lu Bu,Wang Lang,1
Lu Bu,Yuan Shao,1
Lu Bu,Yuan Shu,1
Wang Lang,Yuan Shao,1
Wang Lang,Yuan Shu,1
Yuan Shao,Yuan Shu,1
Cao Cao,Prime Minister,1
Cao Zhen,Zhang Bao,1
Zhong Yao,Zhuge Liang,1
Cao Pi,Meng Da,1
Ma Su,Meng Da,1
Meng Da,The Emperor,1
Sima Yi,The Emperor,1
The Emperor,Xu Huang,1
Cao Rui,Sun Li,1
Meng Da,Zhang He,1
Deng Zhi,Sima Yi,1
Sima Yi,Zhao Zilong,1
Sima Zhao,Zhuge Liang,1
Sima Zhao,Wang Ping,1
Sima Zhao,Zhang He,1
Cao Zhen,Gao Xiang,1
Cao Zhen,Ma Su,1
Guo Huai,Ma Su,1
Ma Su,Yang Yi,1
Sima Yi,Zhang Bao,1
Cao Rui,Guo Huai,1
Gao Xiang,Prime Minister,1
Jiang Wan,Ma Su,1
Cao Xiu,Man Chong,1
Jia Kui,Man Chong,1
Man Chong,Sima Yi,1
Cao Xiu,Sun Quan,1
Sima Yi,Zhu Huan,1
Sima Yi,Zhuge Jin,1
Zhu Huan,Zhuge Jin,1
Jia Kui,Xu Sheng,1
Lu Xun,Zhou Fang,1
Xu Sheng,Zhou Fang,1
Xu Sheng,Zhu Huan,1
Cao Xiu,Zhuge Liang,1
The Emperor,Yang Yi,1
Hao Zhao,Prime Minister,1
Hao Zhao,Liao Hua,1
Hao Zhao,Jiang Wei,1
Jiang Wei,Wang Shuang,1
Li Hui,Wang Ping,1
Li Hui,Zhuge Liang,1
Fei Yao,Sima Yi,1
Fei Yao,Sun Li,1
Fei Yao,Wang Shuang,1
Fei Yao,Ma Dai,1
Fei Yao,Guan Xing,1
Fei Yao,Zhang Bao,1
Hao Zhao,Sima Yi,1
Guo Huai,Han Ji,1
Han Ji,Sun Li,1
Guo Huai,Yue Jing,1
Guo Huai,Zhang Hu,1
Guo Huai,Zhang Liao,1
Sun Li,Yue Jing,1
Sun Li,Zhang Hu,1
Sun Li,Zhang Liao,1
Wang Shuang,Yue Jing,1
Wang Shuang,Zhang Hu,1
Wang Shuang,Zhang Liao,1
Yue Jing,Zhang Hu,1
Yue Jing,Zhang Liao,1
Zhang Hu,Zhang Liao,1
Cao Zhen,Zhang Hu,1
Guan Xing,Zhang Hu,1
Hu Ban,Zhang Bao,1
Wu Yi,Zhang Bao,1
Wu Yi,Zhang Hu,1
Zhang Bao,Zhang Hu,1
Wang Shuang,Zhang He,1
Cao Zhen,Prime Minister,1
Cao Zhen,Sun Quan,1
Empress Wu,Sun Ce,1
Empress Wu,Sun Deng,1
Empress Wu,Sun Jian,1
Empress Wu,Zhang Zhao,1
Empress Wu,Zhuge Jin,1
Empress Wu,Zhuge Ke,1
Sun Ce,Sun Deng,1
Sun Ce,Sun Jian,1
Sun Ce,Zhang Zhao,1
Sun Ce,Zhuge Jin,1
Sun Ce,Zhuge Ke,1
Sun Deng,Sun Jian,1
Sun Deng,Zhang Zhao,1
Sun Deng,Zhuge Jin,1
Sun Deng,Zhuge Ke,1
Sun Jian,Zhang Zhao,1
Sun Jian,Zhuge Jin,1
Sun Jian,Zhuge Ke,1
Zhang Zhao,Zhuge Jin,1
Zhang Zhao,Zhuge Ke,1
Sun Quan,Zhuge Ke,1
Gu Yong,Prime Minister,1
Lu Xun,Prime Minister,1
Lu Xun,Zhang Zhao,1
Prime Minister,Zhang Zhao,1
Sima Yi,Sun Quan,1
Guan Xing,Hao Zhao,1
Hao Zhao,Zhang Bao,1
Man Chong,Sun Quan,1
Guo Huai,Prime Minister,1
Guan Xing,Sun Li,1
Jiang Wei,Sun Li,1
Sun Li,Wang Ping,1
Sun Li,Zhang Bao,1
Zhang Fei,Zhang He,1
Dong Jue,Sima Yi,1
Fan Jian,Sima Yi,1
Fan Jian,Zhuge Liang,1
Guo Huai,Liu Ye,1
Liu Ye,Sun Li,1
Cao Zhen,Yang Fu,1
Hua Xin,Yang Fu,1
Sima Yi,Yang Fu,1
Chen Shi,Guan Xing,1
Chen Shi,Liao Hua,1
Chen Shi,Ma Dai,1
Chen Shi,Wang Ping,1
Chen Shi,Zhang Yi,1
Du Qiong,Guan Xing,1
Du Qiong,Liao Hua,1
Du Qiong,Ma Dai,1
Du Qiong,Wang Ping,1
Du Qiong,Zhang Yi,1
Deng Zhi,Du Qiong,1
Cao Zhen,Hu Ban,1
Cao Zhen,Liao Hua,1
Cao Zhen,Wu Yi,1
Li Yan,Yang Yi,1
Li Yan,Sima Yi,1
Hu Ban,Sima Yi,1
Jiang Wan,Li Yan,1
Jiang Wei,Li Hui,1
Xiahou Ba,Xiahou He,1
Xiahou Ba,Xiahou Yuan,1
Xiahou He,Xiahou Wei,1
Xiahou He,Xiahou Yuan,1
Xiahou Hui,Xiahou Wei,1
Xiahou Hui,Xiahou Yuan,1
Xiahou Wei,Xiahou Yuan,1
Sima Yi,Xiahou Ba,1
Sima Yi,Xiahou Wei,1
Hu Ban,Ma Dai,1
Hu Ban,Zhang Yi,1
Wu Yi,Zhang Yi,1
Guo Huai,Ma Dai,1
Guo Huai,Wu Yi,1
Sun Li,Wei Yan,1
Sun Li,Wu Yi,1
Fei Yi,Sun Quan,1
Lu Xun,Sun Shao,1
Lu Xun,Zhang Cheng,1
Sun Quan,Zhang Cheng,1
Sun Shao,Zhang Cheng,1
Sun Shao,Zhuge Jin,1
Sun Shao,Zhuge Liang,1
Zhang Cheng,Zhuge Jin,1
Zhang Cheng,Zhuge Liang,1
Zhuge Jin,Zhuge Liang,1
Liu Shao,Sun Quan,1
Sima Shi,Zhuge Liang,1
Sima Yi,Xiahou He,1
Sima Yi,Xiahou Hui,1
Sima Shi,Wei Yan,1
Ma Dai,Zhang Hu,1
Liu Shao,Lu Xun,1
Liu Bei,Zhuge Liang,1
Xiahou Ba,Zhuge Liang,1
Li Fu,Zhuge Liang,1
Fei Yi,Sima Yi,1
Fei Yi,Yang Yi,1
Fei Yi,Ma Dai,1
Ma Dai,Yang Yi,1
