p1,p2,count
Li Dian,Xu Huang,5
Li Dian,Yu Jin,5
Sun Qian,Zhang Fei,5
Liu Bei,Zhou Cang,5
Sun Quan,Zhou Yu,5
Lu Su,Sun Quan,5
Cao Hong,Xiahou Dun,5
Xu Chu,Yuan Shao,5
Yuan Shao,Zhang Liao,5
Xu Huang,Yuan Shao,5
Yuan Shang,Yuan Shao,5
Yuan Shang,Zhang Liao,5
Yuan Tan,Yuan Xi,5
Liu Biao,Yuan Tan,5
Xiahou Dun,Xu Chu,4
Yan Liang,Yuan Shao,4
Wen Chou,Yuan Shao,4
Chen Zhen,Yuan Shao,4
Cao Cao,Chen Zhen,4
Cao Cao,Ju Shou,4
Sun Qian,Yuan Shao,4
Prime Minister,Xiahou Dun,4
Xiahou Dun,Zhang Liao,4
Mi Zhu,Zhang Fei,4
Jian Yong,Yuan Shao,4
Liu Biao,Yuan Shao,4
Guan Ping,Liu Bei,4
Zhang Fei,Zhao Zilong,4
Guo Tu,Yuan Shao,4
Chen Zhen,Sun Ce,4
Xiahou Dun,Yuan Shao,4
Chunyu Qiong,Yuan Shao,4
Cao Hong,Xu Chu,4
Cao Hong,Zhang Liao,4
Zhang He,Zhang Liao,4
Xu Chu,Xu You,4
Yuan Shao,Yuan Tan,4
Yuan Shao,Yuan Xi,4
Guo Tu,Xin Ping,4
Cao Cao,Xin Ping,4
Shen Pei,Yuan Tan,4
Wang Xiu,Yuan Tan,4
Liu Biao,Yuan Shang,4
Guan Yu,Xu Chu,3
Guan Yu,Xu Huang,3
Xiahou Dun,Xu Huang,3
Prime Minister,Zhang Liao,3
Cao Cao,Lu Bu,3
Ju Shou,Liu Bei,3
Cao Cao,Wen Chou,3
Guo Tu,Liu Bei,3
Yu Jin,Yue Jing,3
Cheng Yu,Yuan Shao,3
Guan Yu,Liao Hua,3
Guan Yu,Hu Ban,3
Cao Cao,Tian Feng,3
Yuan Shao,Zhang Fei,3
Mi Fang,Mi Zhu,3
Mi Fang,Zhang Fei,3
Guan Yu,Mi Zhu,3
Jian Yong,Sun Qian,3
Guan Ping,Zhao Zilong,3
Guan Ping,Zhou Cang,3
Zhao Zilong,Zhou Cang,3
Sun Ce,Zhang Hong,3
Cao Cao,Cao Ren,3
Cao Cao,Zhang Hong,3
Sun Ce,Xu Gong,3
Sun Quan,Zhang Zhao,3
Cao Cao,Sun Quan,3
Sun Quan,Zhang Hong,3
Li Dian,Zhang Liao,3
Cao Hong,Yuan Shao,3
Cao Hong,Zhang He,3
Xiahou Dun,Zhang He,3
Xu Chu,Zhang He,3
Cao Cao,Xiahou Yuan,3
Li Dian,Xiahou Yuan,3
Xiahou Yuan,Xu Chu,3
Xiahou Yuan,Xu Huang,3
Xiahou Yuan,Yu Jin,3
Cao Cao,Chunyu Qiong,3
Guo Tu,Zhang He,3
Xu Huang,Yuan Shang,3
Gao Gan,Yuan Tan,3
Xiahou Yuan,Yue Jing,3
Cao Cao,Zhao Zilong,3
Liu Bei,Xu Chu,3
Liu Biao,Sun Qian,3
Guo Tu,Yuan Shang,3
Cao Cao,Xin Pi,3
Prime Minister,Yuan Tan,3
Gao Gan,Li Dian,3
Gao Gan,Yue Jing,3
Gongsun Kang,Yuan Shang,3
Cheng Yu,Guan Yu,2
Cao Cao,Lady Gan,2
Liu Bei,Tian Feng,2
Liu Bei,Yan Liang,2
Cao Cao,Lu Qian,2
Wen Chou,Xu Huang,2
Guan Yu,Yu Jin,2
Liu Bei,Yu Jin,2
Chen Zhen,Liu Bei,2
Zhang Fei,Zhou Cang,2
Guan Yu,Mi Fang,2
Sun Qian,Zhou Cang,2
Jian Yong,Liu Biao,2
Guan Yu,Jian Yong,2
Jian Yong,Mi Fang,2
Jian Yong,Zhao Zilong,2
Liu Bei,Mi Fang,2
Mi Fang,Sun Qian,2
Mi Fang,Zhao Zilong,2
Sun Qian,Zhao Zilong,2
Sun Ce,Yuan Shao,2
Sun Ce,Sun Quan,2
Lu Su,Zhou Yu,2
Cao Cao,Lu Su,2
Chen Zhen,Sun Quan,2
Sun Quan,Yuan Shao,2
Cao Cao,Xun Yu,2
Chunyu Qiong,Zhang He,2
Xu Huang,Zhang He,2
Prime Minister,Xu You,2
Xu You,Zhang Liao,2
Cao Cao,Jia Xu,2
Cao Hong,Cao Ren,2
Cao Hong,Jia Xu,2
Cao Hong,Li Dian,2
Cao Hong,Xiahou Yuan,2
Cao Hong,Xu Huang,2
Cao Hong,Yu Jin,2
Cao Ren,Xiahou Dun,2
Li Dian,Xiahou Dun,2
Xiahou Dun,Xiahou Yuan,2
Xiahou Dun,Yu Jin,2
Xiahou Yuan,Zhang Liao,2
Xu Chu,Yuan Shang,2
Yu Jin,Yuan Shang,2
Yu Jin,Yuan Shao,2
Shen Pei,Xin Ping,2
Xin Ping,Yuan Shao,2
Gao Gan,Yuan Shao,2
Cao Cao,Cheng Yu,2
Xu Chu,Yue Jing,2
Xu Huang,Yue Jing,2
Xu Chu,Zhao Zilong,2
Liu Bei,Zhang He,2
Cao Cao,Sun Qian,2
Liu Bei,Lu Bu,2
Lu Bu,Yuan Shao,2
Xu Huang,Yuan Tan,2
Li Dian,Yuan Shang,2
Yuan Shang,Yue Jing,2
Gao Gan,Yuan Shang,2
Prime Minister,Xin Pi,2
Xin Pi,Yuan Tan,2
Xun You,Yuan Shang,2
Xun You,Yuan Tan,2
Xin Pi,Yuan Shang,2
Shen Pei,Xin Pi,2
Cao Pi,Lady Zhen,2
Liu Bei,Yuan Tan,2
Cao Cao,Wang Xiu,2
Gao Gan,Zhang Yan,2
Li Dian,Zhang Yan,2
Yue Jing,Zhang Yan,2
Yuan Xi,Zhang Liao,2
Gongsun Kang,Yuan Xi,2
Cao Cao,Gongsun Kang,2
Cheng Yu,Liu Bei,1
Cao Cao,Emperor Xian,1
Emperor Xian,Guan Yu,1
Lady Gan,Lady Mi,1
Lu Bu,Yan Liang,1
Xu Huang,Yan Liang,1
Cheng Yu,Yan Liang,1
Guan Yu,Ju Shou,1
Ju Shou,Wen Chou,1
Lu Qian,Prime Minister,1
Wen Chou,Zhang Liao,1
Guan Yu,Guo Tu,1
Guan Yu,Shen Pei,1
Guo Tu,Wen Chou,1
Liu Bei,Shen Pei,1
Shen Pei,Wen Chou,1
Guan Yu,Lu Qian,1
Lu Qian,Xiahou Dun,1
Liu Bei,Xun Yu,1
Lady Gan,Liu Bei,1
Chen Zhen,Guan Yu,1
Chen Zhen,Prime Minister,1
Guan Yu,Li Dian,1
Cao Cao,Liao Hua,1
Liao Hua,Liu Bei,1
Prime Minister,Yuan Shao,1
Ju Shou,Tian Feng,1
Sun Qian,Wen Chou,1
Sun Qian,Yan Liang,1
Sun Qian,Xiahou Dun,1
Guan Yu,Zhang Jue,1
Liu Bei,Zhang Jue,1
Zhang Fei,Zhang Jue,1
Lady Gan,Liao Hua,1
Guan Yu,Lady Gan,1
Cao Cao,Mi Zhu,1
Mi Zhu,Yuan Shao,1
Cao Cao,Jian Yong,1
Guo Tu,Jian Yong,1
Guan Ning,Guan Ping,1
Guan Ning,Guan Yu,1
Cao Cao,Gongsun Zan,1
Gongsun Zan,Guan Yu,1
Gongsun Zan,Yuan Shao,1
Gongsun Zan,Zhang Fei,1
Guan Ping,Jian Yong,1
Guan Ping,Mi Fang,1
Guan Ping,Mi Zhu,1
Guan Ping,Sun Qian,1
Guan Ping,Zhang Fei,1
Jian Yong,Mi Zhu,1
Jian Yong,Zhang Fei,1
Jian Yong,Zhou Cang,1
Liu Bei,Mi Zhu,1
Mi Fang,Zhou Cang,1
Mi Zhu,Sun Qian,1
Mi Zhu,Zhao Zilong,1
Mi Zhu,Zhou Cang,1
Liu Bei,Sun Ce,1
Liu Biao,Sun Ce,1
Chen Zhen,Guo Tu,1
Guo Tu,Sun Ce,1
Hua Xin,Sun Ce,1
Hua Xin,Yu Fan,1
Hua Xin,Zhang Hong,1
Sun Ce,Yu Fan,1
Yu Fan,Zhang Hong,1
Cao Cao,Sun Kuang,1
Cao Ren,Sun Ce,1
Cao Ren,Sun Kuang,1
Cao Ren,Zhang Hong,1
Sun Ce,Sun Kuang,1
Sun Kuang,Zhang Hong,1
Cao Cao,Xu Gong,1
Cheng Pu,Sun Ce,1
Hua Tuo,Sun Ce,1
Guo Jia,Zhang Hong,1
Sun Ce,Zhang Zhao,1
Zhang Zhao,Zhou Yu,1
Sun Jing,Zhang Zhao,1
Sun Ce,Zhou Yu,1
Lady Wu,Zhou Yu,1
Lu Su,Zhang Zhao,1
Cao Cao,Huang Zu,1
Huang Zu,Liu Biao,1
Huang Zu,Lu Su,1
Liu Biao,Lu Su,1
Cao Cao,Zhuge Jin,1
Chen Zhen,Lu Su,1
Chen Zhen,Zhuge Jin,1
Lu Su,Yuan Shao,1
Lu Su,Zhuge Jin,1
Sun Quan,Zhuge Jin,1
Yuan Shao,Zhuge Jin,1
Zhang Hong,Zhang Zhao,1
Cai Yong,Gu Yong,1
Cai Yong,Sun Quan,1
Cai Yong,Zhang Hong,1
Gu Yong,Sun Quan,1
Gu Yong,Zhang Hong,1
Xiahou Dun,Xun Yu,1
Xun Yu,Yuan Shao,1
Dong Zhuo,Yuan Shao,1
Cao Hong,Shen Pei,1
Shen Pei,Xiahou Dun,1
Shen Pei,Xu Chu,1
Shen Pei,Zhang He,1
Shen Pei,Zhang Liao,1
Cao Cao,Liu Ye,1
Liu Ye,Shen Pei,1
Liu Ye,Yuan Shao,1
Chunyu Qiong,Shen Pei,1
Shen Pei,Xu You,1
Cao Hong,Xu You,1
Cao Hong,Xun You,1
Cao Ren,Jia Xu,1
Cao Ren,Li Dian,1
Cao Ren,Xiahou Yuan,1
Cao Ren,Xu Chu,1
Cao Ren,Xu Huang,1
Cao Ren,Xu You,1
Cao Ren,Xun You,1
Cao Ren,Yu Jin,1
Cao Ren,Zhang Liao,1
Jia Xu,Li Dian,1
Jia Xu,Xiahou Dun,1
Jia Xu,Xiahou Yuan,1
Jia Xu,Xu Chu,1
Jia Xu,Xu Huang,1
Jia Xu,Xu You,1
Jia Xu,Xun You,1
Jia Xu,Yu Jin,1
Jia Xu,Zhang Liao,1
Li Dian,Xu You,1
Li Dian,Xun You,1
Xiahou Dun,Xu You,1
Xiahou Dun,Xun You,1
Xiahou Yuan,Xu You,1
Xiahou Yuan,Xun You,1
Xu Chu,Xun You,1
Xu Huang,Xu You,1
Xu Huang,Xun You,1
Xu You,Xun You,1
Xu You,Yu Jin,1
Xun You,Yu Jin,1
Xun You,Zhang Liao,1
Chunyu Qiong,Xu Chu,1
Chunyu Qiong,Zhang Liao,1
Cao Ren,Yuan Shao,1
Cao Ren,Zhang He,1
Cao Cao,Wei Zi,1
Wei Zi,Yuan Shao,1
Xu You,Zhang He,1
Xun You,Yuan Shao,1
Cao Hong,Yue Jing,1
Li Dian,Zhang He,1
Xiahou Dun,Yue Jing,1
Xiahou Yuan,Zhang He,1
Yu Jin,Zhang He,1
Yue Jing,Zhang He,1
Yue Jing,Zhang Liao,1
Li Dian,Yuan Shao,1
Xiahou Yuan,Yuan Shao,1
Yuan Shao,Yue Jing,1
Gao Gan,Guo Tu,1
Gao Gan,Xin Ping,1
Guo Tu,Yuan Xi,1
Xin Ping,Yuan Xi,1
Xu Chu,Zhang Fei,1
Xiahou Dun,Zhang Fei,1
Jian Yong,Li Dian,1
Jian Yong,Xu Chu,1
Jian Yong,Yu Jin,1
Li Dian,Liu Bei,1
Li Dian,Mi Fang,1
Li Dian,Sun Qian,1
Li Dian,Zhao Zilong,1
Mi Fang,Xu Chu,1
Mi Fang,Yu Jin,1
Sun Qian,Xu Chu,1
Sun Qian,Yu Jin,1
Yu Jin,Zhao Zilong,1
Guan Ping,Zhang He,1
Guan Yu,Zhang He,1
Zhang He,Zhao Zilong,1
Zhang He,Zhou Cang,1
Guan Yu,Xiahou Yuan,1
Guan Yu,Yue Jing,1
Liu Bei,Xiahou Yuan,1
Liu Bei,Yue Jing,1
Xiahou Yuan,Zhang Fei,1
Yue Jing,Zhang Fei,1
Liu Bei,Sun Quan,1
Sun Qian,Sun Quan,1
Cai Mao,Cao Cao,1
Cai Mao,Liu Bei,1
Cai Mao,Lu Bu,1
Cai Mao,Yuan Shao,1
Lu Bu,Sun Qian,1
Cai Mao,Liu Biao,1
Cheng Yu,Liu Biao,1
Li Dian,Shen Pei,1
Li Dian,Yuan Tan,1
Shen Pei,Yue Jing,1
Yuan Tan,Yue Jing,1
Guo Tu,Wang Xiu,1
Xin Pi,Xin Ping,1
Cheng Yu,Yuan Tan,1
Lu Qian,Man Chong,1
Lu Qian,Yuan Tan,1
Man Chong,Yuan Tan,1
Liu Biao,Prime Minister,1
Liu Biao,Xun You,1
Prime Minister,Xun You,1
Prime Minister,Yuan Shang,1
Liu Biao,Xin Pi,1
Ju Shou,Shen Pei,1
Ju Shou,Yuan Tan,1
Chen Lin,Shen Pei,1
Chen Lin,Yuan Shang,1
Shen Pei,Xu Huang,1
Chen Lin,Prime Minister,1
Cao Cao,Chen Lin,1
Cao Cao,Cao Pi,1
Cao Pi,Prime Minister,1
Cao Cao,Cui Yan,1
Cui Yan,Yuan Shao,1
Xin Ping,Xu Huang,1
Prime Minister,Xin Ping,1
Cao Hong,Yuan Tan,1
Guo Tu,Yue Jing,1
Wang Xiu,Yuan Shang,1
Guo Jia,Yuan Xi,1
Li Dian,Yuan Xi,1
Yuan Shang,Zhang Yan,1
Yuan Xi,Yue Jing,1
Yuan Xi,Zhang Yan,1
Gao Gan,Liu Biao,1
Cao Hong,Liu Bei,1
Cao Hong,Liu Biao,1
Cao Hong,Yuan Shang,1
Cao Hong,Yuan Xi,1
Liu Bei,Yuan Shang,1
Liu Bei,Yuan Xi,1
Liu Biao,Yuan Xi,1
Xu Chu,Yuan Xi,1
Xu Huang,Yuan Xi,1
Yu Jin,Yuan Xi,1
Gongsun Kang,Xiahou Dun,1
Gongsun Du,Gongsun Kang,1
Gongsun Du,Yuan Shang,1
Gongsun Du,Yuan Xi,1
Cao Cao,Gongsun Gong,1
Gongsun Gong,Yuan Shao,1
Gongsun Kang,Guo Jia,1
